# learning rate : 0.002
# batch size : 64
# max_iteration : 200000
# learning rate : 0.002
# batch size : 64
# max_iteration : 200000
[i] iter = 100, loss = 1.9317, x_loss = 1.8560, l2_reg_loss = 0.0757, accuracy = 14.28, train_time = 11sec
[i] iter = 67000, loss = 0.3684, x_loss = 0.2013, l2_reg_loss = 0.1671, accuracy = 97.31, train_time = 7sec
[i] iter = 67100, loss = 0.3467, x_loss = 0.1796, l2_reg_loss = 0.1671, accuracy = 97.39, train_time = 7sec
[i] iter = 67200, loss = 0.3753, x_loss = 0.2082, l2_reg_loss = 0.1671, accuracy = 97.08, train_time = 7sec
[i] iter = 67300, loss = 0.3528, x_loss = 0.1853, l2_reg_loss = 0.1675, accuracy = 97.38, train_time = 7sec
[i] iter = 67400, loss = 0.3467, x_loss = 0.1800, l2_reg_loss = 0.1668, accuracy = 97.45, train_time = 7sec
[i] iter = 67500, loss = 0.3555, x_loss = 0.1888, l2_reg_loss = 0.1668, accuracy = 97.50, train_time = 7sec
[i] iter = 67600, loss = 0.3593, x_loss = 0.1923, l2_reg_loss = 0.1670, accuracy = 97.31, train_time = 7sec
[i] iter = 67700, loss = 0.3728, x_loss = 0.2057, l2_reg_loss = 0.1671, accuracy = 97.20, train_time = 7sec
[i] iter = 67800, loss = 0.3618, x_loss = 0.1947, l2_reg_loss = 0.1672, accuracy = 97.17, train_time = 7sec
[i] iter = 67900, loss = 0.3589, x_loss = 0.1918, l2_reg_loss = 0.1671, accuracy = 97.27, train_time = 7sec
[i] iter = 68000, loss = 0.3673, x_loss = 0.2002, l2_reg_loss = 0.1671, accuracy = 97.41, train_time = 7sec
[i] iter = 68100, loss = 0.3579, x_loss = 0.1910, l2_reg_loss = 0.1669, accuracy = 97.11, train_time = 7sec
[i] iter = 68200, loss = 0.3620, x_loss = 0.1952, l2_reg_loss = 0.1668, accuracy = 97.25, train_time = 7sec
[i] iter = 68300, loss = 0.3597, x_loss = 0.1930, l2_reg_loss = 0.1667, accuracy = 97.06, train_time = 7sec
[i] iter = 68400, loss = 0.3710, x_loss = 0.2042, l2_reg_loss = 0.1667, accuracy = 97.23, train_time = 7sec
[i] iter = 68500, loss = 0.3557, x_loss = 0.1889, l2_reg_loss = 0.1668, accuracy = 97.30, train_time = 7sec
[i] iter = 68600, loss = 0.3576, x_loss = 0.1905, l2_reg_loss = 0.1670, accuracy = 97.66, train_time = 7sec
[i] iter = 68700, loss = 0.3523, x_loss = 0.1855, l2_reg_loss = 0.1668, accuracy = 97.25, train_time = 7sec
[i] iter = 68800, loss = 0.3594, x_loss = 0.1928, l2_reg_loss = 0.1666, accuracy = 97.45, train_time = 7sec
[i] iter = 68900, loss = 0.3679, x_loss = 0.2007, l2_reg_loss = 0.1671, accuracy = 97.17, train_time = 7sec
[i] iter = 69000, loss = 0.3685, x_loss = 0.2015, l2_reg_loss = 0.1670, accuracy = 97.34, train_time = 7sec
[i] iter = 69100, loss = 0.3678, x_loss = 0.2004, l2_reg_loss = 0.1674, accuracy = 97.12, train_time = 7sec
[i] iter = 69200, loss = 0.3571, x_loss = 0.1899, l2_reg_loss = 0.1672, accuracy = 97.25, train_time = 7sec
[i] iter = 69300, loss = 0.3707, x_loss = 0.2038, l2_reg_loss = 0.1669, accuracy = 97.02, train_time = 7sec
[i] iter = 69400, loss = 0.3553, x_loss = 0.1879, l2_reg_loss = 0.1674, accuracy = 97.86, train_time = 7sec
[i] iter = 69500, loss = 0.3825, x_loss = 0.2151, l2_reg_loss = 0.1673, accuracy = 97.22, train_time = 7sec
[i] iter = 69600, loss = 0.3639, x_loss = 0.1963, l2_reg_loss = 0.1676, accuracy = 97.33, train_time = 7sec
[i] iter = 69700, loss = 0.3567, x_loss = 0.1892, l2_reg_loss = 0.1675, accuracy = 97.38, train_time = 7sec
[i] iter = 69800, loss = 0.3575, x_loss = 0.1902, l2_reg_loss = 0.1673, accuracy = 97.53, train_time = 7sec
[i] iter = 69900, loss = 0.3571, x_loss = 0.1898, l2_reg_loss = 0.1673, accuracy = 97.33, train_time = 7sec
[i] iter = 70000, loss = 0.3687, x_loss = 0.2015, l2_reg_loss = 0.1672, accuracy = 97.09, train_time = 7sec
[i] iter = 70000, test_accuracy = 92.73, test_time = 1sec
[i] iter = 70100, loss = 0.3573, x_loss = 0.1899, l2_reg_loss = 0.1675, accuracy = 97.31, train_time = 8sec
[i] iter = 70200, loss = 0.3641, x_loss = 0.1968, l2_reg_loss = 0.1673, accuracy = 97.33, train_time = 7sec
[i] iter = 70300, loss = 0.3507, x_loss = 0.1836, l2_reg_loss = 0.1672, accuracy = 97.47, train_time = 7sec
[i] iter = 70400, loss = 0.3386, x_loss = 0.1715, l2_reg_loss = 0.1671, accuracy = 97.77, train_time = 7sec
[i] iter = 70500, loss = 0.3670, x_loss = 0.2002, l2_reg_loss = 0.1669, accuracy = 97.48, train_time = 7sec
[i] iter = 70600, loss = 0.3777, x_loss = 0.2107, l2_reg_loss = 0.1670, accuracy = 97.11, train_time = 7sec
[i] iter = 70700, loss = 0.3561, x_loss = 0.1889, l2_reg_loss = 0.1672, accuracy = 97.33, train_time = 7sec
[i] iter = 70800, loss = 0.3434, x_loss = 0.1764, l2_reg_loss = 0.1670, accuracy = 97.34, train_time = 7sec
[i] iter = 70900, loss = 0.3576, x_loss = 0.1906, l2_reg_loss = 0.1669, accuracy = 97.27, train_time = 7sec
[i] iter = 71000, loss = 0.3578, x_loss = 0.1908, l2_reg_loss = 0.1669, accuracy = 97.03, train_time = 7sec
[i] iter = 71100, loss = 0.3657, x_loss = 0.1988, l2_reg_loss = 0.1669, accuracy = 97.28, train_time = 7sec
[i] iter = 71200, loss = 0.3655, x_loss = 0.1983, l2_reg_loss = 0.1672, accuracy = 97.14, train_time = 7sec
[i] iter = 71300, loss = 0.3562, x_loss = 0.1888, l2_reg_loss = 0.1673, accuracy = 97.61, train_time = 7sec
[i] iter = 71400, loss = 0.3620, x_loss = 0.1949, l2_reg_loss = 0.1670, accuracy = 97.20, train_time = 7sec
[i] iter = 71500, loss = 0.3492, x_loss = 0.1821, l2_reg_loss = 0.1671, accuracy = 97.42, train_time = 7sec
[i] iter = 71600, loss = 0.3490, x_loss = 0.1821, l2_reg_loss = 0.1669, accuracy = 97.31, train_time = 7sec
[i] iter = 71700, loss = 0.3475, x_loss = 0.1807, l2_reg_loss = 0.1668, accuracy = 97.47, train_time = 7sec
[i] iter = 71800, loss = 0.3684, x_loss = 0.2019, l2_reg_loss = 0.1666, accuracy = 97.48, train_time = 7sec
[i] iter = 71900, loss = 0.3427, x_loss = 0.1762, l2_reg_loss = 0.1666, accuracy = 97.86, train_time = 7sec
[i] iter = 72000, loss = 0.3355, x_loss = 0.1695, l2_reg_loss = 0.1660, accuracy = 97.52, train_time = 7sec
[i] iter = 72100, loss = 0.3450, x_loss = 0.1791, l2_reg_loss = 0.1659, accuracy = 97.48, train_time = 7sec
[i] iter = 72200, loss = 0.3649, x_loss = 0.1990, l2_reg_loss = 0.1659, accuracy = 97.44, train_time = 7sec
[i] iter = 72300, loss = 0.3666, x_loss = 0.2001, l2_reg_loss = 0.1665, accuracy = 97.55, train_time = 7sec
[i] iter = 72400, loss = 0.3641, x_loss = 0.1972, l2_reg_loss = 0.1669, accuracy = 97.30, train_time = 7sec
[i] iter = 72500, loss = 0.3525, x_loss = 0.1855, l2_reg_loss = 0.1670, accuracy = 97.30, train_time = 7sec
[i] iter = 72600, loss = 0.3393, x_loss = 0.1726, l2_reg_loss = 0.1667, accuracy = 97.78, train_time = 7sec
[i] iter = 72700, loss = 0.3482, x_loss = 0.1820, l2_reg_loss = 0.1662, accuracy = 97.64, train_time = 7sec
[i] iter = 72800, loss = 0.3685, x_loss = 0.2022, l2_reg_loss = 0.1663, accuracy = 97.14, train_time = 7sec
[i] iter = 72900, loss = 0.3730, x_loss = 0.2066, l2_reg_loss = 0.1664, accuracy = 96.88, train_time = 7sec
[i] iter = 73000, loss = 0.3580, x_loss = 0.1912, l2_reg_loss = 0.1668, accuracy = 97.56, train_time = 7sec
[i] iter = 73100, loss = 0.3478, x_loss = 0.1811, l2_reg_loss = 0.1667, accuracy = 97.45, train_time = 7sec
[i] iter = 73200, loss = 0.3555, x_loss = 0.1889, l2_reg_loss = 0.1666, accuracy = 97.44, train_time = 7sec
[i] iter = 73300, loss = 0.3515, x_loss = 0.1849, l2_reg_loss = 0.1666, accuracy = 97.47, train_time = 7sec
[i] iter = 73400, loss = 0.3523, x_loss = 0.1859, l2_reg_loss = 0.1664, accuracy = 97.19, train_time = 7sec
[i] iter = 73500, loss = 0.3543, x_loss = 0.1879, l2_reg_loss = 0.1664, accuracy = 97.84, train_time = 7sec
[i] iter = 73600, loss = 0.3535, x_loss = 0.1871, l2_reg_loss = 0.1665, accuracy = 97.31, train_time = 7sec
[i] iter = 73700, loss = 0.3410, x_loss = 0.1748, l2_reg_loss = 0.1661, accuracy = 97.47, train_time = 7sec
[i] iter = 73800, loss = 0.3519, x_loss = 0.1860, l2_reg_loss = 0.1659, accuracy = 97.41, train_time = 7sec
[i] iter = 73900, loss = 0.3689, x_loss = 0.2031, l2_reg_loss = 0.1659, accuracy = 97.25, train_time = 7sec
[i] iter = 74000, loss = 0.3472, x_loss = 0.1812, l2_reg_loss = 0.1660, accuracy = 97.62, train_time = 7sec
[i] iter = 74100, loss = 0.3637, x_loss = 0.1973, l2_reg_loss = 0.1664, accuracy = 97.08, train_time = 7sec
[i] iter = 74200, loss = 0.3531, x_loss = 0.1867, l2_reg_loss = 0.1664, accuracy = 97.48, train_time = 7sec
[i] iter = 74300, loss = 0.3490, x_loss = 0.1830, l2_reg_loss = 0.1660, accuracy = 97.73, train_time = 7sec
[i] iter = 74400, loss = 0.3487, x_loss = 0.1827, l2_reg_loss = 0.1660, accuracy = 97.48, train_time = 7sec
[i] iter = 74500, loss = 0.3575, x_loss = 0.1914, l2_reg_loss = 0.1661, accuracy = 97.42, train_time = 7sec
[i] iter = 74600, loss = 0.3587, x_loss = 0.1926, l2_reg_loss = 0.1660, accuracy = 97.41, train_time = 7sec
[i] iter = 74700, loss = 0.3423, x_loss = 0.1765, l2_reg_loss = 0.1658, accuracy = 97.59, train_time = 7sec
[i] iter = 74800, loss = 0.3469, x_loss = 0.1814, l2_reg_loss = 0.1655, accuracy = 97.42, train_time = 7sec
[i] iter = 74900, loss = 0.3406, x_loss = 0.1750, l2_reg_loss = 0.1657, accuracy = 97.55, train_time = 7sec
[i] iter = 75000, loss = 0.3563, x_loss = 0.1908, l2_reg_loss = 0.1655, accuracy = 97.28, train_time = 7sec
[i] iter = 75000, test_accuracy = 92.75, test_time = 1sec
[i] iter = 75100, loss = 0.3567, x_loss = 0.1912, l2_reg_loss = 0.1655, accuracy = 97.47, train_time = 8sec
[i] iter = 75200, loss = 0.3782, x_loss = 0.2125, l2_reg_loss = 0.1657, accuracy = 97.39, train_time = 7sec
[i] iter = 75300, loss = 0.3443, x_loss = 0.1785, l2_reg_loss = 0.1658, accuracy = 97.42, train_time = 7sec
[i] iter = 75400, loss = 0.3408, x_loss = 0.1753, l2_reg_loss = 0.1655, accuracy = 97.66, train_time = 7sec
[i] iter = 75500, loss = 0.3540, x_loss = 0.1889, l2_reg_loss = 0.1651, accuracy = 97.33, train_time = 7sec
[i] iter = 75600, loss = 0.3521, x_loss = 0.1867, l2_reg_loss = 0.1654, accuracy = 97.47, train_time = 7sec
[i] iter = 75700, loss = 0.3485, x_loss = 0.1831, l2_reg_loss = 0.1654, accuracy = 97.56, train_time = 7sec
[i] iter = 75800, loss = 0.3581, x_loss = 0.1929, l2_reg_loss = 0.1652, accuracy = 97.56, train_time = 7sec
[i] iter = 75900, loss = 0.3713, x_loss = 0.2058, l2_reg_loss = 0.1655, accuracy = 97.30, train_time = 7sec
[i] iter = 76000, loss = 0.3518, x_loss = 0.1861, l2_reg_loss = 0.1657, accuracy = 97.00, train_time = 7sec
[i] iter = 76100, loss = 0.3413, x_loss = 0.1758, l2_reg_loss = 0.1655, accuracy = 97.36, train_time = 7sec
[i] iter = 76200, loss = 0.3568, x_loss = 0.1915, l2_reg_loss = 0.1653, accuracy = 97.66, train_time = 7sec
[i] iter = 76300, loss = 0.3638, x_loss = 0.1983, l2_reg_loss = 0.1655, accuracy = 97.52, train_time = 7sec
[i] iter = 76400, loss = 0.3548, x_loss = 0.1890, l2_reg_loss = 0.1658, accuracy = 97.50, train_time = 7sec
[i] iter = 76500, loss = 0.3417, x_loss = 0.1760, l2_reg_loss = 0.1656, accuracy = 97.33, train_time = 7sec
[i] iter = 76600, loss = 0.3528, x_loss = 0.1869, l2_reg_loss = 0.1658, accuracy = 97.34, train_time = 7sec
[i] iter = 76700, loss = 0.3607, x_loss = 0.1952, l2_reg_loss = 0.1654, accuracy = 97.06, train_time = 7sec
[i] iter = 76800, loss = 0.3566, x_loss = 0.1913, l2_reg_loss = 0.1653, accuracy = 97.22, train_time = 7sec
[i] iter = 76900, loss = 0.3447, x_loss = 0.1793, l2_reg_loss = 0.1654, accuracy = 97.88, train_time = 7sec
[i] iter = 77000, loss = 0.3517, x_loss = 0.1859, l2_reg_loss = 0.1658, accuracy = 97.33, train_time = 7sec
[i] iter = 77100, loss = 0.3558, x_loss = 0.1895, l2_reg_loss = 0.1663, accuracy = 97.84, train_time = 7sec
[i] iter = 77200, loss = 0.3773, x_loss = 0.2107, l2_reg_loss = 0.1666, accuracy = 97.11, train_time = 7sec
[i] iter = 77300, loss = 0.3641, x_loss = 0.1977, l2_reg_loss = 0.1664, accuracy = 96.91, train_time = 7sec
[i] iter = 77400, loss = 0.3613, x_loss = 0.1951, l2_reg_loss = 0.1662, accuracy = 97.56, train_time = 7sec
[i] iter = 77500, loss = 0.3471, x_loss = 0.1812, l2_reg_loss = 0.1659, accuracy = 97.39, train_time = 7sec
[i] iter = 77600, loss = 0.3703, x_loss = 0.2046, l2_reg_loss = 0.1657, accuracy = 96.95, train_time = 7sec
[i] iter = 77700, loss = 0.3414, x_loss = 0.1754, l2_reg_loss = 0.1660, accuracy = 97.75, train_time = 7sec
[i] iter = 77800, loss = 0.3422, x_loss = 0.1766, l2_reg_loss = 0.1657, accuracy = 97.41, train_time = 7sec
[i] iter = 77900, loss = 0.3549, x_loss = 0.1889, l2_reg_loss = 0.1660, accuracy = 97.38, train_time = 7sec
[i] iter = 78000, loss = 0.3592, x_loss = 0.1930, l2_reg_loss = 0.1663, accuracy = 97.45, train_time = 7sec
[i] iter = 78100, loss = 0.3702, x_loss = 0.2037, l2_reg_loss = 0.1664, accuracy = 97.09, train_time = 7sec
[i] iter = 78200, loss = 0.3625, x_loss = 0.1960, l2_reg_loss = 0.1665, accuracy = 97.50, train_time = 7sec
[i] iter = 78300, loss = 0.3477, x_loss = 0.1817, l2_reg_loss = 0.1661, accuracy = 97.20, train_time = 7sec
[i] iter = 78400, loss = 0.3505, x_loss = 0.1847, l2_reg_loss = 0.1657, accuracy = 97.36, train_time = 7sec
[i] iter = 78500, loss = 0.3469, x_loss = 0.1812, l2_reg_loss = 0.1657, accuracy = 97.55, train_time = 7sec
[i] iter = 78600, loss = 0.3511, x_loss = 0.1854, l2_reg_loss = 0.1657, accuracy = 97.64, train_time = 7sec
[i] iter = 78700, loss = 0.3504, x_loss = 0.1845, l2_reg_loss = 0.1659, accuracy = 97.50, train_time = 7sec
[i] iter = 78800, loss = 0.3413, x_loss = 0.1753, l2_reg_loss = 0.1660, accuracy = 97.62, train_time = 7sec
[i] iter = 78900, loss = 0.3492, x_loss = 0.1835, l2_reg_loss = 0.1657, accuracy = 97.59, train_time = 7sec
[i] iter = 79000, loss = 0.3570, x_loss = 0.1910, l2_reg_loss = 0.1660, accuracy = 97.27, train_time = 7sec
[i] iter = 79100, loss = 0.3527, x_loss = 0.1866, l2_reg_loss = 0.1661, accuracy = 97.81, train_time = 7sec
[i] iter = 79200, loss = 0.3630, x_loss = 0.1967, l2_reg_loss = 0.1663, accuracy = 97.28, train_time = 7sec
[i] iter = 79300, loss = 0.3503, x_loss = 0.1841, l2_reg_loss = 0.1662, accuracy = 97.64, train_time = 7sec
[i] iter = 79400, loss = 0.3571, x_loss = 0.1910, l2_reg_loss = 0.1661, accuracy = 97.28, train_time = 7sec
[i] iter = 79500, loss = 0.3492, x_loss = 0.1832, l2_reg_loss = 0.1660, accuracy = 97.45, train_time = 7sec
[i] iter = 79600, loss = 0.3663, x_loss = 0.2002, l2_reg_loss = 0.1662, accuracy = 97.25, train_time = 7sec
[i] iter = 79700, loss = 0.3480, x_loss = 0.1816, l2_reg_loss = 0.1665, accuracy = 97.33, train_time = 7sec
[i] iter = 79800, loss = 0.3347, x_loss = 0.1686, l2_reg_loss = 0.1661, accuracy = 97.83, train_time = 7sec
[i] iter = 79900, loss = 0.3505, x_loss = 0.1848, l2_reg_loss = 0.1657, accuracy = 97.58, train_time = 7sec
[i] iter = 80000, loss = 0.3420, x_loss = 0.1765, l2_reg_loss = 0.1655, accuracy = 97.67, train_time = 7sec
[i] iter = 80000, test_accuracy = 92.98, test_time = 1sec
[i] iter = 80100, loss = 0.3528, x_loss = 0.1870, l2_reg_loss = 0.1657, accuracy = 97.59, train_time = 8sec
[i] iter = 80200, loss = 0.3543, x_loss = 0.1883, l2_reg_loss = 0.1659, accuracy = 97.62, train_time = 7sec
[i] iter = 80300, loss = 0.3596, x_loss = 0.1937, l2_reg_loss = 0.1658, accuracy = 97.31, train_time = 7sec
[i] iter = 80400, loss = 0.3635, x_loss = 0.1972, l2_reg_loss = 0.1663, accuracy = 97.30, train_time = 7sec
[i] iter = 80500, loss = 0.3681, x_loss = 0.2016, l2_reg_loss = 0.1665, accuracy = 97.19, train_time = 7sec
[i] iter = 80600, loss = 0.3477, x_loss = 0.1813, l2_reg_loss = 0.1664, accuracy = 97.42, train_time = 7sec
[i] iter = 80700, loss = 0.3350, x_loss = 0.1690, l2_reg_loss = 0.1661, accuracy = 97.95, train_time = 7sec
[i] iter = 80800, loss = 0.3587, x_loss = 0.1928, l2_reg_loss = 0.1659, accuracy = 97.56, train_time = 7sec
[i] iter = 80900, loss = 0.3514, x_loss = 0.1851, l2_reg_loss = 0.1662, accuracy = 97.58, train_time = 7sec
[i] iter = 81000, loss = 0.3516, x_loss = 0.1858, l2_reg_loss = 0.1658, accuracy = 97.69, train_time = 7sec
[i] iter = 81100, loss = 0.3554, x_loss = 0.1895, l2_reg_loss = 0.1659, accuracy = 97.33, train_time = 7sec
[i] iter = 81200, loss = 0.3514, x_loss = 0.1853, l2_reg_loss = 0.1661, accuracy = 97.41, train_time = 7sec
[i] iter = 81300, loss = 0.3483, x_loss = 0.1820, l2_reg_loss = 0.1663, accuracy = 97.78, train_time = 7sec
[i] iter = 81400, loss = 0.3367, x_loss = 0.1708, l2_reg_loss = 0.1659, accuracy = 97.61, train_time = 7sec
[i] iter = 81500, loss = 0.3506, x_loss = 0.1849, l2_reg_loss = 0.1657, accuracy = 97.58, train_time = 7sec
[i] iter = 81600, loss = 0.3440, x_loss = 0.1784, l2_reg_loss = 0.1656, accuracy = 97.61, train_time = 7sec
[i] iter = 81700, loss = 0.3651, x_loss = 0.1992, l2_reg_loss = 0.1659, accuracy = 97.75, train_time = 7sec
[i] iter = 81800, loss = 0.3515, x_loss = 0.1852, l2_reg_loss = 0.1662, accuracy = 97.25, train_time = 7sec
[i] iter = 81900, loss = 0.3387, x_loss = 0.1727, l2_reg_loss = 0.1661, accuracy = 97.89, train_time = 7sec
[i] iter = 82000, loss = 0.3516, x_loss = 0.1859, l2_reg_loss = 0.1657, accuracy = 97.42, train_time = 7sec
[i] iter = 82100, loss = 0.3428, x_loss = 0.1767, l2_reg_loss = 0.1661, accuracy = 97.44, train_time = 7sec
[i] iter = 82200, loss = 0.3430, x_loss = 0.1770, l2_reg_loss = 0.1660, accuracy = 97.84, train_time = 7sec
[i] iter = 82300, loss = 0.3450, x_loss = 0.1791, l2_reg_loss = 0.1660, accuracy = 97.62, train_time = 7sec
[i] iter = 82400, loss = 0.3423, x_loss = 0.1766, l2_reg_loss = 0.1658, accuracy = 97.88, train_time = 7sec
[i] iter = 82500, loss = 0.3580, x_loss = 0.1920, l2_reg_loss = 0.1660, accuracy = 97.33, train_time = 7sec
[i] iter = 82600, loss = 0.3462, x_loss = 0.1800, l2_reg_loss = 0.1662, accuracy = 97.66, train_time = 7sec
[i] iter = 82700, loss = 0.3697, x_loss = 0.2030, l2_reg_loss = 0.1667, accuracy = 97.12, train_time = 7sec
[i] iter = 82800, loss = 0.3414, x_loss = 0.1751, l2_reg_loss = 0.1664, accuracy = 97.75, train_time = 7sec
[i] iter = 82900, loss = 0.3549, x_loss = 0.1890, l2_reg_loss = 0.1659, accuracy = 97.03, train_time = 7sec
[i] iter = 83000, loss = 0.3430, x_loss = 0.1775, l2_reg_loss = 0.1656, accuracy = 97.73, train_time = 7sec
[i] iter = 83100, loss = 0.3506, x_loss = 0.1853, l2_reg_loss = 0.1653, accuracy = 97.80, train_time = 7sec
[i] iter = 83200, loss = 0.3480, x_loss = 0.1824, l2_reg_loss = 0.1656, accuracy = 97.38, train_time = 7sec
[i] iter = 83300, loss = 0.3378, x_loss = 0.1724, l2_reg_loss = 0.1654, accuracy = 97.36, train_time = 7sec
[i] iter = 83400, loss = 0.3438, x_loss = 0.1785, l2_reg_loss = 0.1653, accuracy = 97.75, train_time = 7sec
[i] iter = 83500, loss = 0.3565, x_loss = 0.1907, l2_reg_loss = 0.1658, accuracy = 97.38, train_time = 7sec
[i] iter = 83600, loss = 0.3412, x_loss = 0.1752, l2_reg_loss = 0.1661, accuracy = 97.77, train_time = 7sec
[i] iter = 83700, loss = 0.3541, x_loss = 0.1882, l2_reg_loss = 0.1659, accuracy = 97.44, train_time = 7sec
[i] iter = 83800, loss = 0.3564, x_loss = 0.1904, l2_reg_loss = 0.1660, accuracy = 97.45, train_time = 7sec
[i] iter = 83900, loss = 0.3470, x_loss = 0.1812, l2_reg_loss = 0.1658, accuracy = 97.67, train_time = 7sec
[i] iter = 84000, loss = 0.3478, x_loss = 0.1818, l2_reg_loss = 0.1659, accuracy = 97.73, train_time = 7sec
[i] iter = 84100, loss = 0.3605, x_loss = 0.1945, l2_reg_loss = 0.1660, accuracy = 97.36, train_time = 7sec
[i] iter = 84200, loss = 0.3432, x_loss = 0.1774, l2_reg_loss = 0.1658, accuracy = 97.31, train_time = 7sec
[i] iter = 84300, loss = 0.3518, x_loss = 0.1863, l2_reg_loss = 0.1655, accuracy = 97.78, train_time = 7sec
[i] iter = 84400, loss = 0.3498, x_loss = 0.1844, l2_reg_loss = 0.1654, accuracy = 97.38, train_time = 7sec
[i] iter = 84500, loss = 0.3619, x_loss = 0.1964, l2_reg_loss = 0.1655, accuracy = 97.56, train_time = 7sec
[i] iter = 84600, loss = 0.3501, x_loss = 0.1844, l2_reg_loss = 0.1657, accuracy = 97.36, train_time = 7sec
[i] iter = 84700, loss = 0.3446, x_loss = 0.1787, l2_reg_loss = 0.1659, accuracy = 97.55, train_time = 7sec
[i] iter = 84800, loss = 0.3367, x_loss = 0.1711, l2_reg_loss = 0.1656, accuracy = 97.67, train_time = 7sec
[i] iter = 84900, loss = 0.3695, x_loss = 0.2037, l2_reg_loss = 0.1659, accuracy = 97.48, train_time = 7sec
[i] iter = 85000, loss = 0.3584, x_loss = 0.1924, l2_reg_loss = 0.1661, accuracy = 97.17, train_time = 7sec
[i] iter = 85000, test_accuracy = 92.98, test_time = 1sec
[i] iter = 85100, loss = 0.3563, x_loss = 0.1904, l2_reg_loss = 0.1659, accuracy = 97.70, train_time = 8sec
[i] iter = 85200, loss = 0.3666, x_loss = 0.2006, l2_reg_loss = 0.1660, accuracy = 97.45, train_time = 7sec
[i] iter = 85300, loss = 0.3551, x_loss = 0.1892, l2_reg_loss = 0.1659, accuracy = 97.61, train_time = 7sec
[i] iter = 85400, loss = 0.3465, x_loss = 0.1807, l2_reg_loss = 0.1658, accuracy = 97.50, train_time = 7sec
[i] iter = 85500, loss = 0.3442, x_loss = 0.1787, l2_reg_loss = 0.1656, accuracy = 97.67, train_time = 7sec
[i] iter = 85600, loss = 0.3414, x_loss = 0.1761, l2_reg_loss = 0.1653, accuracy = 97.67, train_time = 7sec
[i] iter = 85700, loss = 0.3353, x_loss = 0.1701, l2_reg_loss = 0.1652, accuracy = 97.73, train_time = 7sec
[i] iter = 85800, loss = 0.3423, x_loss = 0.1772, l2_reg_loss = 0.1651, accuracy = 97.86, train_time = 7sec
[i] iter = 85900, loss = 0.3622, x_loss = 0.1963, l2_reg_loss = 0.1659, accuracy = 97.25, train_time = 7sec
[i] iter = 86000, loss = 0.3404, x_loss = 0.1745, l2_reg_loss = 0.1659, accuracy = 97.47, train_time = 7sec
[i] iter = 86100, loss = 0.3395, x_loss = 0.1740, l2_reg_loss = 0.1654, accuracy = 97.72, train_time = 7sec
[i] iter = 86200, loss = 0.3520, x_loss = 0.1866, l2_reg_loss = 0.1654, accuracy = 97.45, train_time = 7sec
[i] iter = 86300, loss = 0.3465, x_loss = 0.1807, l2_reg_loss = 0.1657, accuracy = 97.75, train_time = 7sec
[i] iter = 86400, loss = 0.3508, x_loss = 0.1853, l2_reg_loss = 0.1655, accuracy = 97.73, train_time = 7sec
[i] iter = 86500, loss = 0.3374, x_loss = 0.1718, l2_reg_loss = 0.1656, accuracy = 97.48, train_time = 7sec
[i] iter = 86600, loss = 0.3327, x_loss = 0.1674, l2_reg_loss = 0.1652, accuracy = 97.94, train_time = 7sec
[i] iter = 86700, loss = 0.3421, x_loss = 0.1770, l2_reg_loss = 0.1651, accuracy = 97.75, train_time = 7sec
[i] iter = 86800, loss = 0.3597, x_loss = 0.1945, l2_reg_loss = 0.1651, accuracy = 97.05, train_time = 7sec
